,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
15,-0.029309487,0.26630583,-0.10226468,-0.39193395,0.3133886,-0.008595259,-0.061429303,-0.06722706,-0.04951918,-0.08526567,0.20291819,0.11833458,0.0706463,0.3383953,-0.07454281,0.1799055,0.08561303,-0.20947875,0.06252466,0.35811013,-0.04497467,0.012542678,-0.011015029,-0.036854595,0.07049021,-0.08800141,0.19010177,-0.04206681,-0.42421758,-0.18459898,-0.032981243,0.2912502,0.12714091,0.18289404,0.017942721,-0.1278186,0.26065016,-0.002452697,0.19668624,0.04217067
16,0.8873604,0.22368279,-0.035117235,0.9830512,-0.46198022,-0.04634698,-0.31567523,-0.1419472,0.9689928,0.43915185,-0.4256709,-0.32978967,-0.24549313,-0.05804202,0.02035754,-0.20971005,-0.22034667,0.27237162,-0.0092655225,-0.26923555,0.10484228,-0.06899846,-0.25787863,0.04184672,0.12071102,-0.11881066,-0.0034871402,-0.11279453,1.0429109,-0.17085065,0.6349291,0.30273813,-0.09811774,0.05668652,-0.02539301,0.023437833,-0.28840008,-0.27457917,-0.36376804,0.13701014
17,0.35773236,-0.1713659,-0.13539541,0.119610526,-0.267371,0.06810914,-0.21226062,-0.19735804,0.23250389,0.36158496,-0.28642648,-0.03538086,-0.08778267,-0.23741911,-0.06768771,-0.05334869,-0.063358545,0.3045484,-0.20579562,-0.059900895,0.15456788,0.00032654122,-0.11653512,0.016485853,-0.2724907,-0.13866156,-0.33186033,-0.0100202,0.09382342,-0.012589093,0.39585376,-0.1950943,-0.23163699,-0.08071413,-0.046721958,0.14698452,-0.111437045,-0.33502135,-0.26450568,0.23959993
18,-0.07412951,-0.077779286,-0.104837835,-0.12285871,-0.11359213,-0.14356329,-0.046147175,-0.12940843,0.06107157,-0.085928656,-0.117523946,0.014757507,-0.06845474,-0.12121634,-0.072663665,-0.001712601,-0.020044172,-0.07007135,-0.036544833,-0.20935619,-0.052052476,-0.06524194,-0.0615208,-0.120598935,-0.22702952,-0.03488832,-0.0614511,-0.12807992,-0.06333329,-0.1181561,-0.18944289,-0.10590162,-0.16924249,-0.09950727,0.030407196,-0.058930207,0.033440392,-0.13670525,0.044069003,-0.1321815
19,0.26001173,-0.021039518,-0.044870906,0.3962181,0.21490231,-0.022016387,0.5905671,0.37045196,0.19728462,0.36669156,0.37452754,0.24882282,0.35700223,0.39566576,0.094081834,-0.03597519,0.48406738,0.31687653,0.27992702,0.3356127,-0.094507664,-0.03306749,0.4493968,0.51416886,0.23191574,-0.22008047,0.082675725,0.059277665,0.36073548,0.2433544,0.08779789,0.40242934,0.2228401,0.13496041,0.35762852,0.038623,0.13671473,0.06264214,0.38758436,0.041482832
20,0.100014776,-0.11167061,0.059020683,0.34397754,-0.5231973,-0.01107848,-0.3185174,-0.18285212,0.001266374,0.17328079,-0.12159974,-0.08288164,-0.20212664,-0.29014477,-0.18491706,-0.1085697,-0.15862665,0.20328957,-0.22224292,-0.25426364,-0.20258522,-0.116459906,-0.1547201,-0.06445018,-0.08805296,-0.08403747,-0.13870852,-0.08955747,0.27528718,-0.19121127,0.1378311,-0.06810705,-0.24824342,-0.15282014,-0.15709369,-0.09633617,-0.28544798,-0.3711902,-0.113412656,-0.15661515
21,0.49204218,-0.06661413,-0.041599393,0.3397422,-0.4540889,0.035148103,-0.40433165,-0.16685922,0.48722535,0.19415435,-0.22844358,-0.26796997,-0.2682888,-0.1281894,-0.14524025,-0.23766573,-0.22314255,-0.066574946,-0.047419086,-0.24528676,-0.113160856,0.022939084,-0.17438164,-0.29798764,-0.25978234,0.062153943,-0.11822304,0.023012338,0.3101464,-0.23878856,0.3476548,-0.01565955,-0.061815523,-0.15207216,-0.08773436,0.1026467,-0.38291085,-0.12198045,-0.24700744,0.094880775
22,0.1283036,0.2126374,-0.009619918,-0.13268344,-0.29471055,0.08118348,-0.6281408,-0.4362945,0.30630615,0.46964315,-0.7438028,-0.4306948,-0.42438334,-0.012151583,-0.30443043,-0.18913107,-0.3149698,-0.13573018,-0.054685,-0.19378944,-0.09355404,0.08414587,-0.7023261,-0.636053,-0.4975358,0.28843117,0.17471868,0.08618916,0.09967581,-0.50561774,0.27847934,0.08105086,-0.20776965,-0.25670344,-0.25339806,0.27682993,-0.5700357,-0.08862132,-0.5970767,0.29279333
23,-0.15771882,-0.10919408,0.022822827,-0.07451732,-0.15157606,-0.2809071,-0.1781673,-0.18661027,-0.16592847,-0.05382191,-0.24688382,-0.27760553,-0.32508644,-0.36098996,-0.39855975,-0.13356,-0.04846837,-0.059251085,-0.2730768,-0.06551662,0.018454732,-0.091817416,-0.1456942,-0.033839684,-0.07147203,-0.18865699,-0.19821516,-0.042123646,-0.18522263,-0.1645739,-0.24046788,-0.19532125,-0.12892105,-0.3138692,-0.26005247,-0.33346832,-0.19511342,-0.20844322,-0.12212327,-0.001578198
24,0.56169605,0.48686945,-0.15861721,0.77327526,-0.31679296,0.38421005,-0.46827656,-0.52278495,0.19146541,0.76219535,-0.5483992,-0.27492315,-0.45186377,0.47740597,-0.12355091,0.12568428,-0.56435955,0.28192598,0.1619728,-0.04009171,-0.096531466,-0.17996511,-0.24613768,-0.21365808,-0.025625842,0.38249928,0.7318714,0.08457315,0.86935997,-0.4794498,0.6058762,0.4223809,-0.12538524,-0.34747332,0.0041413507,0.23759605,-0.2738255,-0.025043093,-0.41721368,0.24392897
25,0.024521813,0.12693863,-0.19732136,0.9168417,-0.39332578,-0.025334544,-0.49857387,-0.24426998,0.6915403,0.54673684,-0.4280891,-0.33993685,-0.33689633,-0.18613574,-0.30489635,-0.33938733,-0.36464858,0.4209441,-0.30354226,-0.2939562,-0.10751868,-0.23647825,-0.20316616,-0.18647178,0.067390144,-0.26648697,0.028921068,-0.090853885,1.0265733,-0.19363083,0.050791346,-0.041278172,-0.049770907,0.053546853,-0.070793435,-0.18009831,-0.49475914,-0.48456913,-0.5986186,-0.53931576
26,-0.23121299,0.1354671,-0.13567251,0.008990993,-0.0007567107,-0.1551486,-0.0865578,-0.15001191,-0.22173494,0.021480279,-0.15716061,-0.053483427,-0.07771174,0.18477862,-0.2459582,-0.18284044,-0.047162347,-0.09726627,-0.001959952,0.050195288,0.03206676,-0.17741472,-0.19801256,-0.19231518,0.014660756,-0.0708553,0.09832929,-0.20336403,0.03920985,-0.25662655,-0.11312507,-0.028248291,0.018619351,-0.2193346,-0.18536602,-0.2649492,-0.20919274,-0.05136431,-0.022309741,-0.14208463
27,-1.0842308,0.2860817,0.01789359,-0.9512777,1.1070389,-0.07515458,0.6592399,0.5658638,-0.89990276,-0.5067196,0.6371376,0.5307968,0.37489274,0.5647466,0.0897085,0.49480206,0.51694286,-0.6017105,0.5734018,0.78461814,0.05923406,-0.12400623,0.22771987,0.22217761,0.5052022,-0.32633454,0.4041605,-0.08679887,-1.2003974,0.37593326,-0.8530165,0.52739596,0.5375186,0.23779099,0.49112833,-0.09147882,0.7870915,0.55845314,0.65091854,-0.45292595
28,0.19843571,-0.2206039,-0.18226641,0.14497201,-0.22034538,-0.04302546,-0.065323286,-0.17149687,-0.055126447,0.032371588,-0.2912344,-0.120624244,-0.0070537236,-0.3237517,-0.07666312,-0.1977597,-0.15903294,-0.031055786,-0.10225206,-0.16057418,-0.19164152,-0.14597945,-0.20724572,-0.2027289,-0.1856513,-0.14741337,-0.18345241,0.020520436,0.29186663,-0.2310305,-0.13605481,-0.0028430147,-0.12557843,-0.06808708,-0.18739535,-0.046212748,-0.086356804,-0.14481355,-0.24591115,-0.06050808
29,-0.20396316,0.039234065,-0.20950972,-0.3173824,-0.09686003,0.007826652,-0.26430845,-0.27737474,-0.443241,-0.116453,-0.09458658,-0.16992524,-0.2023355,-0.064830385,-0.03863123,-0.0670866,-0.07501231,-0.08932313,0.0058948454,0.024257632,-0.111667566,-0.11827072,-0.10529472,-0.06709002,-0.2658959,0.017113177,-0.19187412,-0.07566217,-0.19501239,-0.2476541,-0.09601825,-0.17049822,-0.17393196,-0.041599404,-0.0041694916,-0.096144885,-0.16427962,-0.09238424,-0.25068128,0.054147966
30,0.28724688,-0.3245933,-0.12678488,0.35138938,-0.62814695,0.15242691,-0.26018524,-0.16091727,0.19520806,0.03728655,-0.3081349,0.015230889,-0.26889426,-0.14856622,0.10523671,-0.1252104,-0.25806898,-0.12213068,-0.107478164,-0.7935797,0.051705148,0.06481392,-0.11650347,-0.016877562,-0.29866403,0.26419893,-0.39826035,-0.008348036,0.24554524,-0.097241364,0.5689909,-0.1390748,-0.12788025,-0.014839188,-0.32098508,0.08843145,-0.22314698,-0.14912523,-0.26772666,-0.08434141
31,0.11541145,-0.27215412,-0.037686136,0.97430605,-0.49337816,0.15993191,0.11637153,-0.030405164,-0.041649908,0.3580062,-0.23223218,-0.22745475,0.02679873,-0.45162386,0.08749553,-0.2043369,0.08732448,0.34066778,-0.31272942,-0.5740223,-0.033549663,-0.047711935,0.23977596,0.26348948,0.0723348,0.12271317,-0.5527267,-0.030010086,0.77276236,0.1854074,0.048468895,-0.49928424,-0.4033836,-0.17271331,-0.2201465,-0.051813718,-0.28932357,-0.2337296,-0.07933578,0.2910603
32,0.20650052,-0.1558936,-0.050519206,0.5180785,-0.18027239,0.28775156,-0.17789955,-0.23729426,0.080478646,0.17092001,-0.20741552,-0.04185879,-0.009442986,-0.15796551,-0.12773828,-0.19012767,-0.09895629,-0.14173307,0.043655556,-0.29726544,-0.094128326,-0.013699137,-0.17653745,-0.13026927,-0.18988307,0.38897562,-0.24542828,-0.0011053911,0.3680888,-0.19203272,-0.16736482,-0.09058486,-0.113537356,0.026055839,0.049235154,0.19854014,-0.123397045,-0.2394689,-0.1404756,0.018562276
33,-0.25690264,-0.277994,0.029353952,-0.21756682,-0.3803069,-0.090904325,-0.2838401,-0.31309643,-0.07080292,-0.10259478,-0.2600891,-0.22828539,-0.055650994,-0.71661234,-0.12534016,-0.31034923,-0.07570078,-0.25840193,-0.09208599,-0.34411946,-0.0010529968,-0.025525393,-0.20700516,-0.2785103,-0.21693465,-0.1694127,-0.51210076,-0.18183404,-0.34089968,-0.04733306,-0.068231046,-0.17402565,-0.08400187,-0.24965994,-0.31073835,-0.013929914,-0.20428503,-0.3772633,-0.07665167,-0.042084254
34,-0.06384698,-0.44125998,-0.20617634,0.50298256,-0.44442,-0.008510913,-0.15053952,-0.37903446,0.10270592,0.06667642,-0.3892368,-0.17613466,-0.08057983,-0.5788643,-0.030799704,-0.21645285,-0.18257414,0.16644031,-0.33798212,-0.24414113,0.15202412,0.03440866,-0.003684799,-0.15912236,-0.20415866,0.010311233,-0.39139533,-0.011358015,0.1017329,-0.12538442,0.13891725,-0.17579496,-0.18308401,-0.3412467,-0.32198063,-0.07925581,-0.4656737,-0.33937037,-0.23637326,-0.13684864
35,0.12568468,-0.32554466,0.019460302,0.18094449,-0.22339584,-0.15523,-0.23302646,-0.08603769,0.050266147,-0.12433688,-0.24905293,-0.27338323,-0.15435669,-0.43122756,-0.43973622,-0.3185394,-0.15683734,0.14421508,-0.16776523,-0.13270316,-0.0009265169,-0.08009183,-0.06955443,0.04871214,-0.2054472,0.022038683,-0.21657713,-0.29866064,-0.107964024,-0.29864877,-0.2209299,-0.2957581,-0.19499572,-0.22904387,-0.239609,-0.2414508,-0.3729112,-0.43330866,-0.27940118,-0.018892055
36,0.80565095,-0.10187666,0.053876285,1.2312157,-0.48749167,0.024575427,-0.2946979,-0.29383895,0.90919185,1.0590221,-0.42172325,-0.31547782,-0.27054533,-0.38840842,-0.014307839,-0.05415324,-0.057757583,0.6191099,-0.174275,-0.118867,0.020735024,-0.094158076,0.11075962,0.16724122,0.03153392,0.100704245,0.054254342,0.06009373,1.3148499,-0.2749478,0.53616,-0.049958862,-0.189616,-0.09642257,-0.09194134,0.034444183,-0.3377438,-0.19858915,-0.38566303,0.08903231
37,-0.286142,-0.029491233,-0.011580007,0.097972006,-0.2700642,-0.099756315,0.016346784,-0.13510233,-0.23285975,-0.105056584,-0.014231594,0.016427562,-0.13224185,-0.20543024,-0.041509397,-0.06690535,0.081054375,0.045619454,-0.19573122,-0.2410032,-0.025260996,-0.049436893,-0.043556258,0.046553805,-0.20566429,-0.024458187,-0.2330943,-0.102399155,0.03838749,-0.020768711,-0.07387411,-0.005044046,-0.036173735,-0.14443526,-0.017205147,-0.21479324,-0.24020746,-0.07571865,-0.0050771725,-0.16627152
38,-0.114282414,-0.18161432,0.04179588,0.4451411,-0.30439228,-0.15465716,-0.1397493,-0.13857123,0.19561018,0.28780913,-0.13248925,-0.10532862,-0.24527463,-0.11124796,-0.39316484,-0.10263151,-0.23221475,0.17851791,-0.041343324,-0.24325684,-0.046065062,-0.18480764,-0.23675275,-0.11857097,-0.20060292,-0.04641834,-0.30491376,-0.022026043,0.2358033,-0.18997437,-0.010805955,-0.28889656,-0.13614143,-0.24274306,-0.27719554,-0.24999191,-0.2540878,-0.3502945,-0.1902175,-0.118118204
39,0.4772739,-0.03688965,0.08050755,0.6806656,-0.5632986,0.060068797,-0.32744077,-0.3621331,0.45237082,0.5265854,-0.32750762,-0.37853113,-0.38330328,-0.23968534,-0.17107645,-0.33103642,-0.12460423,0.20448701,-0.18890373,-0.36258963,-0.031935833,-0.030188404,-0.3788925,-0.20158887,-0.38572693,0.06503354,-0.28026068,0.064022444,0.59919965,-0.14427292,0.123946354,-0.11714963,-0.22072853,-0.25248906,-0.30063653,0.27664962,-0.5093592,-0.24010077,-0.4029636,0.23646595
40,0.88498515,-0.055889446,0.012091098,0.6874327,-0.5349519,0.33185852,-0.23860161,-0.19345425,1.0430362,0.56998026,-0.25359178,-0.05503017,-0.34567714,-0.26840994,-0.110029645,-0.13419859,-0.18215503,0.35173595,-0.014004676,-0.29353103,0.10052687,0.03755226,-0.21896869,-0.22621898,-0.2657506,0.77467465,-0.24182329,0.11886391,0.8464482,-0.30408525,1.010908,-0.07761188,-0.28709075,-0.02790523,-0.046551924,0.2719814,-0.20216987,-0.16716048,-0.29744402,0.16257131
41,0.538762,0.160091,-0.048432264,1.0901654,-0.33009732,0.07019034,-0.23608479,-0.22204196,0.2706247,0.22968015,-0.114898875,-0.12950186,-0.1766149,-0.11734419,0.091047816,-0.042053677,-0.023304883,0.35782394,0.055794656,-0.24492662,-0.07227516,-0.10929873,-0.08877115,0.16743992,0.102437764,-0.3676778,0.008777642,-0.052117724,0.7465845,-0.117435224,0.0219002,0.2655985,-0.08453445,0.06087192,-0.087832935,0.18625455,-0.28370854,-0.09040091,-0.3035965,-0.0056725102
42,-0.25824672,-0.14587939,0.023321675,0.17671311,-0.20439436,0.012300694,-0.10084773,-0.13633479,-0.026393728,0.10761594,-0.064313486,-0.042496223,-0.116823874,-0.24611168,-0.25962913,-0.16735943,-0.076469645,0.14946292,-0.17123285,-0.034790706,-0.013015066,-0.061754704,-0.13506292,-0.23376326,-0.09246109,-0.04618429,-0.16232663,-0.12998362,0.1299041,-0.119878784,-0.13454348,0.0017767443,-0.17500724,-0.16363083,-0.16149117,-0.09372735,-0.13704082,-0.27322796,-0.23486471,-0.2712222
43,0.41133526,0.13529007,-0.00962634,0.09904935,-0.17656592,-0.085390165,-0.14251186,-0.105561845,0.5398021,0.10962425,-0.25561506,0.072424166,-0.04063917,-0.22907998,0.14161478,-0.0065399767,-0.085158736,-0.01870847,0.026683746,-0.05920262,-0.097438306,-0.05073201,0.21114388,0.27324328,-0.07052599,0.15491603,-0.1939597,0.12968485,0.24999714,-0.12553951,0.29924673,0.04729772,-0.1614566,-0.048815142,-0.20366365,0.035845928,-0.09347402,0.0028151737,-0.12057091,0.079979286
44,0.09482572,-0.16821246,-0.03799032,0.2668989,-0.42104974,-0.07172478,0.049403917,-0.062714554,0.3285073,0.06472636,-0.21012193,-0.17247036,-0.14137603,-0.21254145,-0.31451857,-0.21040206,-0.10700383,0.3134526,-0.17806992,-0.20496045,-0.056878734,-0.047098458,-0.10251703,0.003491548,-0.27336988,-0.1901166,-0.2704733,-0.21452935,0.054536358,-0.025855672,-0.1316463,0.0005238519,-0.19520876,-0.10762897,-0.116677664,0.01265834,-0.25048798,-0.29702398,-0.23945723,-0.08067163
45,-0.40765718,-0.058240738,-0.123780385,-0.888531,0.051412247,-0.13774906,-0.046570625,-0.2619938,-0.4396335,-0.51969105,-0.17378773,-0.041457135,-0.16595875,0.025145281,-0.055660695,0.0003100588,-0.074474685,-0.32732856,-0.1022548,0.061955873,-0.06536184,0.13845372,-0.13324772,-0.28024176,-0.30538946,0.021564476,0.09428507,-0.26043004,-0.5689269,-0.09419183,-0.100038126,-0.2106876,-0.14728574,-0.10565961,0.016568195,-0.10637166,-0.13934654,0.005744329,-0.22049989,-0.15985756
46,0.119076975,-0.16733709,0.13835849,0.6412855,-0.35606942,-0.116890326,-0.29431176,-0.19912757,-0.088101365,0.11405656,-0.1689847,-0.13215736,-0.062388483,-0.33990934,-0.35894665,-0.13586512,-0.04141082,0.075026944,-0.30415392,-0.1214867,0.014523661,-0.10806653,-0.23885544,0.012741889,-0.07206239,-0.234337,-0.24300325,-0.037005298,0.41714004,-0.040118255,-0.11005409,-0.21135421,-0.10185798,-0.2898484,-0.19359417,-0.11244983,-0.21586007,-0.17524725,-0.054405693,-0.08112169
47,0.40892187,0.35339212,0.031372022,0.66746485,-0.6000255,-0.13263778,-0.53633916,-0.43402755,0.38292018,0.57521635,-0.5947704,-0.5341576,-0.3859239,-0.46433932,-0.5156431,-0.2013394,-0.3986011,0.06469613,-0.11598411,-0.29443854,-0.10787948,0.05073266,-0.27870303,-0.08188751,0.056203704,0.2995443,0.18171023,-0.07784456,0.64764637,-0.50624585,0.038852744,0.16328855,-0.18572564,-0.14695033,-0.25532013,0.06544267,-0.6835572,-0.20398298,-0.5112933,0.3793438
48,0.03047656,0.017711176,-0.115622506,0.51180303,-0.03160023,-0.15790999,-0.26711002,-0.13806006,0.48423046,0.44916484,-0.28631127,-0.25592726,-0.20396572,-0.02211611,-0.1881563,-0.20393881,-0.245351,0.31365982,-0.18642838,-0.18293746,-0.16046606,-0.016548388,-0.2993566,-0.28942662,-0.15069865,0.015702102,0.029169103,-0.18823175,0.6051412,-0.32060596,-0.16038948,-0.08783744,-0.13453516,-0.12949686,-0.14880681,-0.12257873,-0.24425413,-0.20207061,-0.29319832,-0.173697
49,0.2243219,-0.06393202,0.10149488,1.3445015,-0.4473927,-0.11007981,-0.32284522,-0.18757488,0.50504243,0.5589365,-0.46655026,-0.40702415,-0.29183614,-0.47594124,-0.208024,-0.35681328,-0.2398126,0.53496546,-0.29172555,-0.30032793,-0.104248725,0.060234357,-0.27393278,-0.30498627,0.052935064,-0.015673809,-0.18443172,-0.18973255,1.2354435,-0.16280432,-0.0070866854,-0.07111152,-0.27935347,0.16301824,-0.07099651,-0.13557306,-0.39553744,-0.36252174,-0.58449405,-0.31315392
50,-0.1700353,-0.76987475,-0.059626736,1.1062683,-0.81187636,-0.2769325,0.28841817,-0.20975086,-0.31240374,-0.1911927,-0.18598284,-0.10064556,0.12829617,-0.26417655,-0.23521729,-0.3019678,-0.0994662,0.21822657,-0.20067285,-0.4882306,-0.0003926102,-0.03523781,0.28612632,0.58315355,-0.18206605,-0.17095731,-0.62598443,-0.244048,0.21001185,0.0916502,-0.38137454,-0.589971,-0.54441166,-0.3257281,-0.20248598,-0.041348718,-0.108456634,-0.35243246,0.15207201,-0.27672768
